序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
7407,283.0773018413192,360.2593815648142,441.2169211618712,514.5938026564501,573.709517024397,653.4008718219317,736.1186221898682,835,835,835,835,835,835,835,835,835,750,209.72725294023047,300.0954170632964,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7408,279.13033102830275,360.1972545074891,440.8251038757201,514.327015836045,576.209920431383,658.7775145225587,739.1228324490626,835,835,835,835,835,835,835,835,835,750,209.0205514315979,300.0954170632964,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7409,282.19116159608507,360.8615431924739,442.1407402335231,515.0236079876926,574.6118224618187,655.6235321328055,736.2770339740146,835,835,835,835,835,835,835,835,835,750,208.93005183871907,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7410,283.5628515998832,360.4822880384999,442.10208886617824,515.0997599220908,572.7796286841374,655.7250754670705,736.3070859425183,835,835,835,835,835,835,835,835,835,750,208.5628751295704,300.1245412620708,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7411,283.49595058400115,356.4796929291181,442.3599002543661,514.3722347490017,573.8760650629946,654.5417047389243,738.4910176474476,835,835,835,835,835,835,835,835,835,750,208.72854629754423,300.11256243330087,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7412,282.71270578555647,356.4796929291181,442.12087606183553,514.3945012782928,573.8291230004601,654.5549017309214,738.4910176474476,835,835,835,835,835,835,835,835,835,750,208.5273135280479,300.1014031704449,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7413,282.4960657365539,360.4165580408657,442.2721204743592,515.0558292632464,574.6587645243533,655.5164392554663,736.3065099263785,835,835,835,835,835,835,835,835,835,750,208.9468141705882,300.0954170632964,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7414,280.24379308352246,362.9146580599951,445.6242428800285,516.2614880281918,573.8760650629946,654.123404303078,737.985610069143,835,835,835,835,835,835,835,835,835,750,209.010200912152,300.10971891109466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7415,277.033236049831,362.8604425648813,443.7894642140888,516.2205926503386,572.1794314207625,658.5049288721327,739.3894157670019,835,835,835,835,835,835,835,835,835,750,208.79201641801112,300.10971891109466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7416,283.24371084788635,354.2092346977991,438.6101884386053,512.6536372043328,573.9851092893527,653.5976185555335,736.4191731606929,835,835,835,835,835,835,835,835,835,750,207.99263850818332,300.0954170632964,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7417,294.1321646415864,364.5323190379271,445.14823923427855,517.7287724312156,574.4645728618453,656.9779914138667,736.0199489909475,835,835,835,835,835,835,835,835,835,750,206.38961599994505,300.24270606426313,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7418,282.79061177217443,360.4710272136349,442.3016395144373,515.061839650892,574.6118224618187,655.7437092703157,736.1422869544064,835,835,835,835,835,835,835,835,835,750,209.0334459204553,300.1173076948873,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7419,283.7898937359216,360.6856626003394,442.12087606183553,514.3783735394859,574.6118224618187,655.6235321328055,736.1092957305253,835,835,835,835,835,835,835,835,835,750,208.5628751295704,300.1204502798296,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7420,283.21435361481883,359.61633482804524,442.4192968375368,515.1265792067309,573.8760650629946,654.6408215821218,738.2969124135635,835,835,835,835,835,835,835,835,835,750,208.8116499875696,300.09786036477976,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7421,283.5970537813371,361.18556172798446,442.12087606183553,515.0193793628055,572.7796286841374,655.7463772209118,735.8696830541784,835,835,835,835,835,835,835,835,835,750,208.61115427112955,300.11690747416446,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7422,280.9083186108824,368.0177571163021,445.6032476188255,516.8781455795602,573.8291230004601,654.3214038797933,738.2541297144062,835,835,835,835,835,835,835,835,835,750,208.79220581078653,300.1054941526861,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7423,280.1677685339649,364.7127439190145,445.6032476188255,516.1432403454633,573.8291230004601,654.3214038797933,738.4910176474476,835,835,835,835,835,835,835,835,835,750,208.84553550320712,300.1316095426856,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7424,283.4472928174751,360.3311034756191,442.1614928466761,514.4028216149535,575.6613167781414,654.5102129817133,738.4615416950837,835,835,835,835,835,835,835,835,835,750,208.71077820664613,300.10971891109466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7425,283.4431304992682,354.896051940063,441.19444335484894,514.4906458004625,573.9552694304889,652.5243203893721,736.0371964169057,835,835,835,835,835,835,835,835,835,750,210.3343672860299,300.0954170632964,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7426,283.0430996598653,353.92776813089307,442.3905988663449,514.5532794086007,573.9027123085025,652.7006430120368,736.4697042898488,835,835,835,835,835,835,835,835,835,750,209.7184014317128,300.1189810010995,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7427,282.9818237631399,354.69489446214067,442.1211187098856,513.235500327558,573.855770245968,653.456125987443,736.5498150301062,835,835,835,835,835,835,835,835,835,750,210.193263037334,300.1061484320313,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7428,282.9381639401634,354.0278833780368,439.6345095702922,512.6101693038214,573.9027123085025,653.6034729433283,736.550391046246,835,835,835,835,835,835,835,835,835,750,210.15770143581148,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7429,282.9149227472579,354.1330445486949,442.2721204743592,514.4925885518585,573.9027123085025,653.2702081715495,735.8803382607803,835,835,835,835,835,835,835,835,835,750,209.73616952261088,300.0954170632964,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7430,282.9149227472579,354.1330445486949,442.2718778263091,512.5432432833074,573.9027123085025,653.4094503655906,736.1869850663675,835,835,835,835,835,835,835,835,835,750,209.73616952261088,300.09119230488784,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7431,282.58058282618475,360.3311034756191,441.3679229263447,514.546669428231,574.0218791042942,654.6223186498769,736.1329324978193,835,835,835,835,835,835,835,835,835,750,209.13128460821545,300.0954170632964,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7432,283.3296301852271,356.7187030679062,439.0571974594161,514.1200318588352,572.8265707466719,655.5879280486421,735.4259685430504,835,835,835,835,835,835,835,835,835,750,208.70397937826635,300.10971891109466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7433,283.5251548219055,360.7712934371105,442.13997766420624,515.1063084006236,573.8291230004601,654.3524761542045,738.5245848874684,835,835,835,835,835,835,835,835,835,750,208.5628751295704,300.1316095426856,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7434,282.9981563974036,360.7712934371105,442.12087606183553,515.0355584571391,573.8291230004601,654.5549017309214,738.6882318433007,835,835,835,835,835,835,835,835,835,750,208.5273135280479,300.1014031704449,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7435,278.55179657785413,362.9146580599951,444.1001847673217,516.1799016930487,573.8760650629946,654.4076649805355,738.6645147168715,835,835,835,835,835,835,835,835,835,750,208.99343858028288,300.10971891109466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7436,278.5662521629263,362.68766066585823,444.0593253344311,516.2139902889477,573.8760650629946,655.9123651333914,739.1975482246602,835,835,835,835,835,835,835,835,835,750,208.84553550320712,300.1316095426856,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7437,276.7036609953824,363.7942806126075,444.0593253344311,516.8007444074465,573.8291230004601,655.9042603715473,739.1975482246602,835,835,835,835,835,835,835,835,835,750,208.84553550320712,300.1204502798296,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7438,276.5050282978207,362.80597339211215,444.5057210359121,516.2875141716028,570.9131775892151,658.7306107692779,739.7321260041111,835,835,835,835,835,835,835,835,835,750,208.7487508570753,300.10971891109466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7439,276.6317620359508,363.36782330555786,444.0595679824812,516.8672607399119,572.5004335081001,658.8791460353442,740.0815507062116,835,835,835,835,835,835,835,835,835,750,208.565286178477,300.1014031704449,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7440,280.2924508500485,362.94334585746685,443.94918300284814,516.1799016930487,573.8760650629946,654.123404303078,737.9855698173149,835,835,835,835,835,835,835,835,835,750,208.99343858028288,300.10971891109466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7441,276.6187496253559,362.700812221454,443.94918300284814,516.2383392482126,574.3777266537016,656.9397499646246,738.2030206755428,835,835,835,835,835,835,835,835,835,750,208.7251896968263,300.10971891109466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7442,276.485574769199,362.9816777127222,444.4891639544695,516.8573574168092,570.9131775892151,658.6492080698987,739.7330655819507,835,835,835,835,835,835,835,835,835,750,208.5475180875789,300.10971891109466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7443,276.5427250757984,363.1270932569792,444.0593253344311,516.1232886836859,570.8662355266806,658.8791460353442,740.1210053496864,835,835,835,835,835,835,835,835,835,750,208.6008477799995,300.1316095426856,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7444,276.4563705312946,362.5789759979753,444.0595679824812,516.7373716238386,572.0380311839912,661.6031542868374,740.1200657718468,835,835,835,835,835,835,835,835,835,750,208.5475180875789,300.11256243330087,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7445,276.53423253572504,363.4395452163627,444.2103270989047,517.3757091656213,576.1271062261054,661.5950495249932,739.9467044272444,835,835,835,835,835,835,835,835,835,750,208.6008477799995,300.1245412620708,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7446,276.4563705312946,362.80597339211215,444.4891639544695,516.2059278364596,570.8662355266806,658.6411033080545,739.7330655819507,835,835,835,835,835,835,835,835,835,750,208.7251896968263,300.10971891109466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7447,276.4563705312946,362.80597339211215,444.03070776736536,516.6658537580561,576.1740482886399,661.3331903742743,738.5857600648368,835,835,835,835,835,835,835,835,835,750,208.2891452536668,300.10971891109466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7448,276.4513725877451,362.4895393535497,443.9891723348855,517.2536578603547,576.1740482886399,661.6031542868374,740.251968765099,835,835,835,835,835,835,835,835,835,750,208.16480333684,300.1316095426856,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7449,276.485574769199,362.9816777127222,444.0814818913235,517.3921560487581,576.1740482886399,661.6813106257355,740.6013957386609,835,835,835,835,835,835,835,835,835,750,208.11147364441945,300.10971891109466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7450,276.50003035427113,363.7942806126075,444.0593253344311,517.3256397162927,576.1271062261054,661.472204436887,740.7840158741985,835,835,835,835,835,835,835,835,835,750,208.6008477799995,300.1316095426856,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7451,276.4563705312946,362.80597339211215,444.101103414961,516.2875141716028,571.9406187104074,658.7768459229026,739.7330655819507,835,835,835,835,835,835,835,835,835,750,208.7487508570753,300.1054941526861,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7452,278.6004543443802,362.7928218365164,444.2105697469547,516.1879592270382,574.3777266537016,656.9074703263525,739.41640387261,835,835,835,835,835,835,835,835,835,750,208.78431245859773,300.1358343010941,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7453,279.29494212822704,359.5744794755651,440.2682354320893,514.4288477583644,573.8760650629946,654.1354860638997,738.2596587442686,835,835,835,835,835,835,835,835,835,750,208.76819503385832,300.09786036477976,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7454,278.92360173420496,361.3194106961144,440.57695377744113,514.9750363191599,574.0220081560122,653.2417056648658,738.6849310838554,835,835,835,835,835,835,835,835,835,750,208.36646654792196,300.11281649192324,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7455,280.45821708936154,360.6522233404861,442.12087606183553,514.4109481614296,573.8760650629946,653.1719953373537,738.4910176474476,835,835,835,835,835,835,835,835,835,750,208.48385857433664,300.1332828488977,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7456,292.4553508540651,368.6444423017606,449.1383011735213,518.7739002894507,575.142768371489,657.4271825190782,739.8999665101788,835,835,835,835,835,835,835,835,835,750,205.5833176264722,300.4750320591792,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7457,281.0005169588516,356.85862680592203,440.75795987809295,515.1265792067309,573.8291230004601,653.4797483921554,738.2853712199475,835,835,835,835,835,835,835,835,835,750,208.332690194156,300.1332828488977,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7458,283.7534147627089,360.2259423049609,441.9744784387557,514.2408347058453,573.8760650629946,654.5630064927656,738.2629997555421,835,835,835,835,835,835,835,835,835,750,208.26485771394215,300.1167871917094,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7459,283.868973545117,361.3194106961144,441.71690969861794,514.9645922976226,574.0689502185468,653.6435359157715,738.6482011836862,835,835,835,835,835,835,835,835,835,750,208.28262580484028,300.11256243330087,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7460,283.79707458568544,360.7712934371105,441.7166670505679,514.9481454144858,575.8542019336936,653.6354311539274,738.6882318433007,835,835,835,835,835,835,835,835,835,750,208.5095454371498,300.1014031704449,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7461,279.9663567695348,362.96912723276427,443.7432131732642,516.0355792239343,573.813629402182,656.735561708422,738.2154321416592,835,835,835,835,835,835,835,835,835,750,208.79881524639092,300.10971891109466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7462,279.3345418668644,363.9029652804904,442.5752317401052,517.0708108786744,570.6894116301683,658.8127967938703,740.4995258425396,835,835,835,835,835,835,835,835,835,750,208.565286178477,300.04423592323025,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7463,279.2189830844563,362.8429361491902,443.93395317872825,516.0217387069109,570.9618653198472,658.8534558573841,740.8755918278298,835,835,835,835,835,835,835,835,835,750,208.7487508570753,300.1054941526861,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7464,277.3758454455341,363.2322544276374,443.8063607356871,516.5585844852037,576.1740482886399,661.4803091987311,740.5877393532909,835,835,835,835,835,835,835,835,835,750,208.565286178477,300.1054941526861,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
