序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
6001,361.91,423.81,561.12,662.73,751.35,851.08,904.43,919.5,916.33,917.45,917.11,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.69,750.87,850.0,920.24,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6002,361.91,423.06,560.8,662.73,751.37,851.25,904.43,919.47,916.33,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,750.99,850.11,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6003,361.91,423.58,561.12,662.73,751.36,851.25,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
6004,361.91,423.58,561.12,662.73,751.37,851.27,904.43,919.48,916.32,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.56,650.72,750.86,850.12,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.99,634.67
6005,361.91,422.83,561.05,662.73,751.34,851.12,904.43,919.5,916.33,917.45,917.11,917.14,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.69,750.87,849.98,920.24,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6006,361.91,423.06,560.8,662.73,751.36,851.25,904.43,919.47,916.33,917.45,917.11,917.14,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.75,750.87,850.12,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6007,361.91,423.06,560.8,662.73,751.36,851.12,904.43,919.47,916.33,917.45,917.11,917.14,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.77,750.89,849.99,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6008,361.91,423.58,561.12,662.73,751.36,851.13,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.27,387.66,551.51,650.69,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6009,361.91,423.06,561.05,662.73,751.36,851.25,904.43,919.47,916.33,917.45,917.11,917.14,859.87,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.75,751.19,850.1,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6010,361.91,423.59,561.12,662.73,751.37,851.13,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.27,387.66,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6011,361.91,458.75,560.8,662.73,751.37,851.5,904.43,919.47,916.33,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,387.56,551.51,650.86,750.83,850.04,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6012,361.91,423.59,561.12,662.73,751.36,851.13,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6013,361.91,423.06,560.8,662.73,751.34,851.12,904.43,919.47,916.33,917.44,917.11,917.14,859.86,749.71,744.7,720.38,690.26,297.13,386.74,551.51,650.69,750.84,849.98,920.27,918.83,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6014,361.91,423.06,560.8,662.73,751.37,851.12,904.43,919.47,916.32,917.45,917.11,917.14,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.75,750.88,849.98,920.24,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6015,361.91,422.84,560.8,662.73,751.34,851.13,904.43,919.48,916.33,917.45,917.09,917.11,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6016,361.91,423.81,561.12,662.73,751.37,851.25,904.43,919.47,916.33,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.75,750.9,850.12,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6017,361.91,423.58,561.12,662.73,751.39,851.09,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.87,849.99,920.24,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
6018,361.61,422.72,560.95,662.79,751.66,851.22,904.57,919.49,916.35,917.42,917.08,917.1,859.8,749.72,745.04,720.94,690.39,297.49,386.88,551.85,650.65,750.86,850.1,920.11,918.76,916.2,917.18,917.54,916.86,862.15,747.24,745.54,705.32,635.21
6019,361.91,423.81,561.12,662.73,751.36,851.08,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.87,849.99,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
6020,361.91,423.59,561.12,662.73,751.36,851.13,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.27,387.66,551.51,650.69,750.87,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6021,361.91,423.06,561.05,662.73,751.37,851.25,904.43,919.47,916.32,917.45,917.11,917.14,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,750.99,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6022,361.91,423.59,561.12,662.73,751.37,851.11,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.81,551.51,650.69,750.87,849.99,920.24,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6023,361.92,422.39,559.69,659.39,750.47,851.33,904.03,919.43,916.33,917.43,917.07,917.12,859.99,749.88,744.87,720.32,690.3,274.13,387.72,551.87,650.57,751.18,849.99,920.22,918.82,916.22,917.19,917.55,916.92,862.2,747.13,745.98,705.12,634.58
6024,361.91,422.97,560.8,662.73,751.35,851.25,904.43,919.47,916.32,917.45,917.11,917.15,859.85,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.79,751.17,850.13,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6025,361.91,423.81,561.12,662.73,751.36,851.25,904.43,919.5,916.33,917.45,917.11,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6026,361.91,423.59,561.12,662.73,751.37,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,751.02,850.11,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6027,361.91,423.06,561.05,662.73,751.35,851.25,904.43,919.48,916.32,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.64,751.02,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6028,361.91,423.59,561.12,662.73,751.39,851.13,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6029,361.91,422.97,560.8,662.73,751.34,851.12,904.43,919.47,916.33,917.45,917.11,917.15,859.85,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.83,751.18,849.98,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6030,361.91,423.58,561.12,662.73,751.39,851.12,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6031,361.91,423.06,560.8,662.73,751.36,851.25,904.43,919.47,916.32,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,386.68,551.51,650.64,751.02,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6032,361.91,423.58,561.12,662.73,751.39,851.13,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6033,361.91,422.97,560.8,662.73,751.36,851.25,904.43,919.47,916.33,917.45,917.11,917.14,859.85,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.76,751.29,850.11,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6034,361.91,423.58,561.12,662.73,751.38,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.1,920.27,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6035,362.12,422.69,553.55,662.52,751.36,851.24,904.43,919.47,916.31,917.41,917.1,917.14,859.85,749.71,744.7,720.38,690.24,295.24,388.7,551.51,650.48,750.88,850.14,920.27,918.81,916.19,917.16,917.55,916.87,862.2,747.05,745.57,704.98,634.67
6036,361.91,422.84,560.8,662.73,751.35,851.13,904.43,919.48,916.32,917.45,917.09,917.11,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.75,750.91,850.0,920.24,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6037,361.91,422.83,561.05,662.73,751.37,851.13,904.43,919.47,916.33,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.69,750.91,849.99,920.24,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6038,361.91,423.06,560.8,662.73,751.36,851.25,904.43,919.47,916.32,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.68,551.51,650.64,751.02,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6039,361.91,422.97,560.8,662.73,751.34,851.12,904.43,919.47,916.33,917.45,917.11,917.15,859.85,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.82,751.18,849.99,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6040,361.91,423.06,560.8,662.73,751.36,851.25,904.43,919.47,916.32,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.64,751.02,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6041,361.91,422.97,560.8,662.73,751.36,851.25,904.43,919.47,916.33,917.45,917.11,917.14,859.85,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.81,751.29,850.1,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6042,361.91,423.58,561.12,662.73,751.37,851.26,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.9,850.12,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
6043,361.91,423.58,561.12,662.73,751.37,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.8,750.91,850.05,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
6044,361.91,423.58,561.12,662.73,751.38,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6045,361.91,422.97,560.49,662.73,751.36,851.25,904.44,919.47,916.32,917.45,917.11,917.15,859.85,749.71,744.7,720.38,690.24,297.13,386.68,551.51,650.75,751.29,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6046,361.91,423.58,561.12,662.73,751.37,851.26,904.43,919.48,916.32,917.45,917.09,917.11,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,751.02,850.12,920.27,918.8,916.23,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
6047,361.91,422.83,560.8,662.73,751.36,851.25,904.44,919.47,916.32,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.68,551.51,650.62,751.02,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6048,361.91,422.83,560.8,662.73,751.36,851.12,904.43,919.47,916.33,917.45,917.11,917.14,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.69,750.91,849.98,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6049,361.91,423.58,561.12,662.73,751.38,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.49,551.51,650.8,750.91,850.05,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6050,361.99,422.4,561.12,662.73,751.37,851.25,904.29,919.47,916.32,917.45,917.11,917.14,844.45,749.38,743.87,718.89,688.82,297.13,386.82,551.51,650.77,751.29,850.12,920.27,918.82,916.23,917.22,917.55,916.92,842.36,746.85,745.07,701.65,631.87
6051,361.91,422.97,560.8,662.73,751.34,851.12,904.43,919.47,916.33,917.45,917.11,917.15,859.85,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.88,751.18,849.98,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6052,361.91,423.58,561.12,662.73,751.39,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.8,750.91,850.05,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
6053,361.91,423.58,561.12,662.73,751.39,851.26,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.9,850.12,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6054,361.91,423.06,560.8,662.73,751.35,851.25,904.43,919.47,916.32,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.64,751.02,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6055,361.91,422.97,560.8,662.73,751.36,851.12,904.43,919.47,916.32,917.45,917.11,917.15,859.85,749.71,744.7,720.38,690.24,297.13,386.68,551.51,650.84,751.18,850.0,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6056,361.91,422.97,560.8,662.73,751.36,851.25,904.43,919.47,916.32,917.45,917.11,917.15,859.85,749.71,744.7,720.38,690.24,297.13,386.68,551.51,650.72,751.29,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6057,361.91,423.58,561.12,662.73,751.39,851.25,904.43,919.48,916.32,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6058,361.91,423.58,561.12,662.73,751.39,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
6059,361.91,422.97,560.8,662.73,751.36,851.25,904.43,919.47,916.32,917.45,917.11,917.15,859.85,749.71,744.7,720.38,690.24,297.13,386.68,551.51,650.84,751.17,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6060,361.91,423.06,560.8,662.73,751.36,851.25,904.43,919.47,916.33,917.45,917.11,917.14,859.87,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.75,751.09,850.1,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6061,361.91,423.58,561.12,662.73,751.36,851.25,904.43,919.48,916.33,917.45,917.11,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6062,362.28,415.58,560.13,662.55,751.23,851.4,904.43,919.48,916.26,917.4,917.02,917.08,859.83,749.95,744.73,720.53,690.17,296.82,387.73,551.51,650.83,751.19,849.99,920.25,918.79,916.21,917.19,917.5,916.83,862.14,745.45,745.69,705.2,634.3
6063,361.91,423.59,561.12,662.73,751.37,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.49,551.51,650.68,751.02,850.11,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
6064,361.91,423.81,561.12,662.73,751.34,851.25,904.43,919.47,916.33,917.45,917.11,917.14,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,751.02,850.1,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6065,361.52,423.82,560.8,662.73,751.36,851.56,904.43,919.48,916.32,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.56,551.23,650.66,751.15,850.13,920.27,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6066,361.91,423.58,561.12,662.73,751.38,851.13,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.69,750.87,850.0,920.24,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
6067,361.91,422.83,560.8,662.73,751.36,851.26,904.43,919.47,916.32,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.68,551.51,650.71,750.9,850.13,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6068,361.91,423.81,561.12,662.73,751.36,851.25,904.43,919.48,916.33,917.45,917.09,917.11,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,750.99,850.11,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6069,361.91,422.84,560.8,662.73,751.35,851.26,904.43,919.48,916.32,917.45,917.09,917.12,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.71,750.9,850.13,920.27,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6070,361.91,423.59,561.12,662.73,751.39,851.13,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6071,361.91,423.59,561.12,662.73,751.38,851.13,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6072,361.91,422.83,560.8,662.73,751.35,851.13,904.43,919.48,916.33,917.45,917.09,917.11,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.69,750.91,849.98,920.24,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6073,361.91,423.06,560.8,662.73,751.35,851.12,904.43,919.47,916.32,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.73,750.89,850.0,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6074,362.12,422.55,553.62,662.52,751.35,851.16,904.43,919.48,916.32,917.4,917.08,917.1,859.86,749.71,744.74,720.38,690.24,295.24,388.84,551.51,650.46,750.62,850.0,920.27,918.79,916.18,917.16,917.52,916.83,862.2,747.05,745.57,704.98,634.67
6075,361.91,423.06,560.8,662.73,751.35,851.25,904.43,919.47,916.32,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.75,750.9,850.11,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6076,361.91,423.59,561.12,662.73,751.37,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,751.02,850.12,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6077,361.91,422.84,560.8,662.73,751.35,851.13,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.69,750.91,849.98,920.24,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6078,361.91,423.59,561.12,662.73,751.36,851.09,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.87,849.99,920.24,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
6079,361.91,423.58,561.12,662.73,751.39,851.25,904.43,919.48,916.32,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.12,920.27,918.8,916.23,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
6080,361.91,423.59,561.12,662.73,751.37,851.13,904.43,919.48,916.32,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.27,387.65,551.51,650.75,750.91,849.99,920.24,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6081,362.28,418.04,560.61,662.61,751.38,851.21,904.43,919.47,916.3,917.41,917.11,917.15,859.88,749.84,744.74,720.44,690.26,297.3,387.41,551.51,650.88,751.05,849.88,920.27,918.83,916.22,917.22,917.51,916.92,862.18,745.68,745.67,705.05,634.2
6082,361.91,422.97,560.8,662.73,751.36,851.12,904.43,919.47,916.32,917.45,917.11,917.14,859.85,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.83,751.18,850.0,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6083,361.91,423.81,561.12,662.73,751.37,851.25,904.43,919.48,916.32,917.45,917.11,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6084,361.91,423.58,561.12,662.73,751.36,851.12,904.43,919.48,916.33,917.45,917.11,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.87,849.99,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6085,361.91,423.81,561.12,662.73,751.35,851.25,904.43,919.47,916.33,917.45,917.11,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,750.99,850.11,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6086,361.91,423.81,561.12,662.73,751.36,851.25,904.43,919.5,916.33,917.45,917.11,917.14,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.75,750.9,850.11,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
6087,361.91,423.59,561.12,662.73,751.38,851.13,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.87,849.99,920.24,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6088,361.91,423.59,561.12,662.73,751.38,851.12,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.56,650.68,750.83,849.99,920.24,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.99,634.67
6089,361.91,423.81,561.12,662.73,751.36,851.08,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.86,850.0,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
